current_timestep,arrival_rate,replicas_1,replicas_2,replicas_3,cpu_util_1,cpu_util_2,cpu_util_3,latency_violation,latency,latency_violation_percentage
53,150.10545585151368,2,2,2,70.0,88.0,77.0,0,0.061034675938055276,0.0
54,151.62076676205814,4,2,2,33.0,88.0,40.0,0,0.08156112997397712,0.34191444054876763
55,154.30978670157918,4,2,3,46.0,92.0,20.0,0,0.07730834055335434,0.0
56,156.9988066411002,2,2,2,44.0,73.0,33.0,0,0.07719578838600573,0.0
57,159.68782658062125,2,2,2,76.0,91.0,29.0,0,0.07361585096747993,0.0
58,162.3768465201423,5,5,5,38.0,46.0,30.0,0,0.40887599776424194,24.102589662127844
59,165.0658664596633,5,5,5,48.0,48.0,38.0,0,0.09558401820159507,0.0
60,168.05269316773067,2,2,3,44.0,47.0,29.0,0,0.07771303172563726,0.0
61,171.039519875798,2,2,3,89.0,69.0,26.0,0,0.07037144045464605,0.0
62,174.02634658386532,5,5,5,39.0,39.0,35.0,0,0.4976945465777139,17.75089250297501
63,177.01317329193267,5,5,5,54.0,54.0,32.0,0,0.1060849139579615,0.0
64,180.0,2,3,2,43.0,51.0,34.0,0,0.09827721810832923,0.0
65,179.60584398280636,2,2,2,93.0,74.0,66.0,0,0.09071030754707357,0.0
66,179.21168796561273,2,3,2,89.0,43.0,64.0,0,0.08527613136556841,0.1346375689469298
67,178.8175319484191,2,2,2,88.0,55.0,64.0,0,0.07866482286550584,0.0776543646660853
68,178.42337593122545,2,3,2,75.0,62.0,62.0,0,0.08462506865010143,0.32957969329824405
69,178.02921991403184,2,2,2,88.0,60.0,57.0,0,0.07798925766099674,0.0
70,176.4963909582788,2,2,2,77.0,77.0,62.0,0,0.07721692633699037,0.0
71,174.96356200252575,2,2,2,89.0,73.0,61.0,0,0.08364250690599814,0.0
72,173.43073304677273,2,2,2,87.0,48.0,62.0,0,0.07839142884847362,0.07958033042616049
73,171.89790409101968,2,2,2,85.0,95.0,51.0,0,0.07636883413149816,0.02016535591853196
74,170.36507513526664,2,2,2,84.0,83.0,60.0,0,0.07153915754315529,0.0
75,171.41615784778304,2,2,2,83.0,84.0,59.0,0,0.07422637602426965,0.0
76,172.4672405602994,2,2,2,84.0,96.0,62.0,0,0.07754536998480076,0.0
77,173.51832327281573,2,2,2,77.0,65.0,62.0,0,0.09587930855015826,0.0
78,174.5694059853321,2,2,2,86.0,53.0,61.0,0,0.07617181819098175,0.0
79,175.62048869784846,2,5,2,88.0,35.0,61.0,0,0.09143155578553207,0.1968503937007874
80,170.31252099964084,2,5,2,85.0,43.0,59.0,0,0.06179631409826132,0.0
81,165.0045533014332,2,5,2,82.0,23.0,53.0,0,0.18792795625212524,5.8528477311782945
82,159.69658560322554,2,5,2,82.0,51.0,58.0,0,0.06804370236970624,0.0
83,154.38861790501792,2,2,2,86.0,46.0,58.0,0,0.0785259548124756,0.0
84,149.08065020681028,4,2,2,19.0,45.0,50.0,0,0.08627827784759724,0.9497368584885122
85,143.9741400285016,5,2,2,33.0,85.0,52.0,0,0.058893426349399085,0.0
86,138.8676298501929,2,2,1,32.0,64.0,46.0,0,0.055074503248496755,0.0
87,133.76111967188422,5,5,4,21.0,39.0,26.0,1,0.5020230054706513,13.37284234563453
88,128.65460949357555,5,5,4,37.0,38.0,30.0,0,0.07042193747313036,0.0
89,123.54809931526687,2,5,2,20.0,17.0,19.0,0,0.2253584536929331,6.488768883409487
90,117.8810116902828,2,5,1,54.0,32.0,28.0,0,0.05040881526375434,0.0
91,112.21392406529874,1,1,1,62.0,30.0,63.0,0,0.055922153890859715,0.0
92,106.54683644031466,1,5,1,82.0,17.0,57.0,0,0.14374814877155095,4.253947792458912
93,100.8797488153306,1,5,1,82.0,27.0,55.0,0,0.04751770847540307,0.0
94,95.21266119034654,1,5,1,85.0,17.0,54.0,0,0.15199714488462818,4.2685062231121105
95,92.44481004738678,1,5,1,86.0,25.0,56.0,0,0.05973026594596545,0.0
96,89.67695890442701,1,5,1,82.0,13.0,53.0,0,0.1323679394623916,5.238649592549477
97,86.90910776146725,1,5,1,78.0,25.0,52.0,0,0.04514349425306179,0.0
98,84.1412566185075,1,1,1,78.0,24.0,50.0,0,0.05291468098442104,0.04141243004655156
99,81.37340547554773,1,5,1,63.0,13.0,38.0,0,0.07657280091095615,0.6334459459459459
100,81.12815284262724,1,5,1,73.0,24.0,49.0,0,0.045514238777436246,0.0
101,80.88290020970676,1,5,1,75.0,13.0,49.0,0,0.08664746350198857,1.205857019810508
102,80.63764757678626,1,5,1,51.0,23.0,47.0,0,0.04514828254713114,0.0
103,80.3923949438658,1,5,1,72.0,11.0,48.0,0,0.0807253522774354,1.550387596899225
104,80.14714231094531,1,5,1,74.0,21.0,49.0,0,0.05008323870705384,0.0
105,82.91499345390507,1,3,1,73.0,13.0,32.0,0,0.0893025519966946,1.5631580837235635
106,85.68284459686483,1,5,1,74.0,24.0,50.0,0,0.04439493173891667,0.0
107,88.45069573982458,1,5,1,78.0,25.0,42.0,0,0.04451670001534854,0.0
108,91.21854688278435,1,5,1,56.0,14.0,53.0,0,0.12259144221311287,3.3814268612874345
109,93.98639802574411,1,5,1,60.0,27.0,53.0,0,0.04798140995939014,0.0
110,90.42147582579277,1,5,1,79.0,13.0,51.0,0,0.10188371808886164,2.408256880733945
111,86.85655362584143,1,5,1,75.0,24.0,51.0,0,0.044376490155361305,0.0
112,83.2916314258901,1,4,1,74.0,13.0,47.0,0,0.08209984092442868,1.99501246882793
113,79.72670922593876,1,5,1,74.0,20.0,50.0,0,0.046011892704855506,0.0
114,76.16178702598742,1,1,1,73.0,21.0,49.0,0,0.04553883318688459,0.0
115,77.8785554564308,1,5,1,74.0,11.0,50.0,0,0.08038989724081572,0.534045393858478
116,79.59532388687423,1,5,1,72.0,21.0,48.0,0,0.04392726591134393,0.0
117,81.3120923173176,1,5,1,73.0,15.0,40.0,0,0.09346851459636739,2.433817250213493
118,83.02886074776102,1,5,1,80.0,23.0,43.0,0,0.05542281575596842,0.0
119,84.7456291782044,1,5,1,75.0,7.0,41.0,0,0.08376468247777852,1.5145313139582481
120,81.0,1,5,1,61.0,24.0,41.0,0,0.044826279645831746,0.0
121,72.84033613445378,1,3,1,76.0,13.0,50.0,0,0.07360591806175039,0.0
122,82.68067226890756,1,3,1,76.0,35.0,49.0,0,0.048213439174294215,0.0
123,81.52100840336135,1,3,1,79.0,15.0,53.0,0,0.0997534565937752,2.4638912489379776
124,82.36134453781513,1,5,1,75.0,18.0,40.0,0,0.04473771185623972,0.0
125,78.2016806722689,1,5,1,70.0,21.0,36.0,0,0.0431174898887685,0.0
126,76.04201680672269,1,5,1,58.0,13.0,51.0,0,0.09039437369866805,0.818181818181818
127,92.88235294117646,1,5,1,80.0,25.0,32.0,0,0.04566680029781345,0.0
128,85.72268907563026,1,5,1,76.0,14.0,51.0,0,0.12535286153152386,7.029662738724096
129,79.56302521008404,1,5,1,81.0,21.0,52.0,0,0.0571235297292406,0.0
130,93.40336134453781,1,5,1,78.0,13.0,53.0,0,0.10567621880616325,2.573666542334949
131,98.24369747899159,1,5,1,84.0,26.0,56.0,0,0.04638866629760312,0.0
132,83.08403361344537,1,5,1,82.0,24.0,54.0,0,0.05272432078917822,0.0
133,88.92436974789916,1,5,1,76.0,15.0,49.0,0,0.09902737325925844,3.2967032967032974
134,95.76470588235294,1,5,1,89.0,27.0,59.0,0,0.0570669151652943,0.0
135,87.60504201680672,1,5,1,47.0,11.0,54.0,0,0.10538717030818966,5.852115460656387
136,91.4453781512605,1,5,1,81.0,26.0,54.0,0,0.04990619227571307,0.0
137,100.28571428571429,1,5,1,80.0,14.0,43.0,0,0.15474904333737216,5.567081604426003
138,91.12605042016807,1,5,1,78.0,27.0,52.0,0,0.046146670856403296,0.0
139,98.96638655462185,1,2,1,83.0,27.0,45.0,0,0.046202473694207886,0.0
140,102.80672268907563,1,5,1,84.0,15.0,56.0,0,0.15372915864111886,4.827804017294988
141,94.64705882352942,1,5,1,80.0,27.0,54.0,0,0.04406726618047248,0.0
142,97.4873949579832,1,5,1,56.0,16.0,54.0,0,0.13441954121332278,4.261363636363637
143,89.32773109243698,1,5,1,79.0,24.0,53.0,0,0.0454296246132631,0.0
144,97.16806722689076,1,5,1,85.0,15.0,56.0,0,0.13367629051208496,3.373579545454546
145,107.00840336134453,1,5,1,86.0,30.0,57.0,0,0.04634675410486036,0.0
146,101.84873949579833,1,1,1,85.0,30.0,45.0,0,0.04630647414836924,0.0
147,95.6890756302521,1,5,1,78.0,18.0,54.0,0,0.1124477712215927,4.506128334534967
148,100.52941176470588,1,5,1,66.0,29.0,41.0,0,0.04385074516267477,0.0
149,102.36974789915966,1,5,2,68.0,12.0,25.0,0,0.18832611036171434,7.723577235772358
150,111.21008403361344,1,5,2,53.0,33.0,41.0,0,0.04830025923178063,0.0
151,113.05042016806723,2,4,1,56.0,18.0,20.0,0,0.199586374177186,6.160412816530025
152,107.89075630252101,2,5,2,54.0,28.0,34.0,0,0.048656208832341535,0.0
153,111.73109243697479,2,5,1,38.0,33.0,42.0,0,0.05439587368878225,0.0
154,105.57142857142857,2,5,2,61.0,19.0,27.0,0,0.25686634816046433,6.808510638297873
155,110.41176470588235,1,5,2,53.0,33.0,39.0,0,0.050648877733266186,0.0
156,103.25210084033614,1,5,1,91.0,17.0,39.0,0,0.19182419976129889,4.946524064171123
157,117.09243697478992,2,5,1,48.0,34.0,66.0,0,0.05690729293981061,0.0
158,104.9327731092437,2,5,1,58.0,17.0,63.0,0,0.11810979374173255,3.0605226960110037
159,107.77310924369748,1,5,1,52.0,29.0,62.0,0,0.06636049548084634,0.5446972124319129
160,110.61344537815125,1,5,1,92.0,31.0,60.0,0,0.049640700731022946,0.0
161,115.45378151260505,1,5,2,94.0,21.0,38.0,0,0.20171487417049752,6.017964071856288
162,114.29411764705883,1,5,2,94.0,30.0,41.0,0,0.050505310600010934,0.0
163,123.1344537815126,2,5,2,38.0,16.0,22.0,0,0.237405694933104,5.599324704558245
164,117.9747899159664,2,5,2,64.0,33.0,44.0,0,0.05175990527750711,0.0
165,114.81512605042016,1,5,1,62.0,18.0,24.0,0,0.21248177671505517,5.666156202143951
166,125.65546218487395,1,5,2,96.0,36.0,23.0,0,0.05646649643762371,0.0
167,122.49579831932773,2,5,1,60.0,36.0,46.0,0,0.05189984219010977,0.0
168,114.33613445378151,2,5,2,63.0,21.0,19.0,0,0.2912738778682828,8.900999091734786
169,124.1764705882353,1,5,2,61.0,34.0,46.0,0,0.052736868527200484,0.0
170,118.01680672268907,1,5,2,93.0,17.0,24.0,0,0.28201908154541294,8.318703730195315
171,124.85714285714286,1,5,2,96.0,37.0,38.0,0,0.05346498149161621,0.0
172,132.69747899159665,1,1,1,98.0,36.0,46.0,0,0.06596687681954724,0.35393411380343054
173,128.53781512605042,2,5,2,63.0,36.0,30.0,0,0.16324311764008972,3.4214622754065043
174,130.3781512605042,2,5,2,69.0,38.0,47.0,0,0.051507115300699215,0.0
175,126.21848739495798,3,5,2,34.0,23.0,31.0,0,0.36998383971406285,8.283049917718047
176,129.05882352941177,3,5,2,53.0,39.0,49.0,0,0.05995184637932996,0.0
177,129.89915966386553,3,5,3,26.0,19.0,22.0,0,0.29023933007086467,7.929238984586161
178,124.73949579831933,3,5,3,48.0,35.0,34.0,0,0.055413967425714715,0.0
179,128.57983193277312,1,1,1,50.0,33.0,35.0,0,0.0522047107465402,0.0
180,125.42016806722688,1,5,2,36.0,19.0,36.0,0,0.23303525127872898,7.883251500272776
181,124.26050420168067,1,5,2,97.0,33.0,45.0,0,0.055515439115650995,0.0
182,123.10084033613447,2,5,2,61.0,18.0,28.0,0,0.23922456440878653,7.172995780590718
183,127.94117647058823,2,5,2,71.0,33.0,49.0,0,0.05736137011665805,0.0
184,125.78151260504202,1,5,1,44.0,20.0,32.0,0,0.16051161137720651,5.930528099406947
185,130.6218487394958,2,5,2,63.0,36.0,37.0,0,0.078976274821873,0.6573757559821193
186,127.46218487394958,2,5,2,69.0,37.0,41.0,0,0.052805365810931565,0.0
187,131.30252100840335,2,5,2,44.0,21.0,27.0,0,0.33093267542282767,8.080274623712702
188,144.14285714285714,2,5,2,74.0,42.0,53.0,0,0.06107772040123281,0.0
189,135.98319327731093,2,1,1,38.0,33.0,34.0,0,0.059998329800550566,0.0
190,142.8235294117647,2,5,3,76.0,33.0,37.0,0,0.3417873190286136,9.067048437127179
191,132.6638655462185,3,5,3,29.0,35.0,37.0,0,0.06908384370292178,0.23554043444124576
192,135.50420168067228,3,1,1,46.0,32.0,25.0,0,0.06361500665444095,0.05232862375719518
193,145.34453781512605,2,5,2,43.0,27.0,45.0,0,0.4285339405642262,7.043602326954289
194,133.18487394957984,2,5,2,64.0,34.0,45.0,0,0.049970783976130015,0.0
195,148.02521008403363,1,5,2,66.0,28.0,37.0,0,0.16211675469132278,6.235414585585927
196,149.8655462184874,5,5,2,27.0,39.0,52.0,0,0.09131959085542012,0.11614401858304299
197,150.70588235294116,5,2,2,38.0,44.0,56.0,0,0.07148174963568306,0.0
198,153.54621848739495,5,4,2,21.0,38.0,47.0,0,0.11082291336144544,1.8235078628535757
199,139.38655462184875,5,4,2,34.0,51.0,52.0,0,0.06029309230064278,0.0
200,152.2268907563025,5,2,2,17.0,53.0,55.0,0,0.07900023769248617,0.2272727272727273
201,150.0672268907563,5,2,2,39.0,74.0,51.0,0,0.07148346443413263,0.0
202,157.9075630252101,1,2,2,37.0,86.0,51.0,0,0.07250293564010453,0.0
203,141.74789915966386,5,2,2,15.0,80.0,52.0,0,0.0669049040848284,0.0
204,158.58823529411765,5,2,2,35.0,85.0,55.0,0,0.0642942482021925,0.0
205,157.42857142857144,5,4,2,22.0,48.0,56.0,0,0.09377597077834074,0.10972130787798991
206,159.2689075630252,5,4,2,34.0,56.0,57.0,0,0.06941683869808912,0.0
207,159.10924369747897,5,5,2,17.0,27.0,59.0,0,0.1747259939031801,7.443605893357595
208,151.9495798319328,5,5,2,35.0,46.0,50.0,0,0.0759029571015626,0.0
209,162.78991596638656,5,2,2,21.0,49.0,59.0,0,0.14653600508217135,6.465628859597994
210,149.63025210084032,5,5,2,36.0,25.0,47.0,0,0.07142792886493435,0.20727775218793185
211,148.47058823529412,5,5,2,33.0,37.0,53.0,0,0.05483500492200775,0.0
212,151.3109243697479,5,5,2,19.0,26.0,45.0,1,0.8586487659027756,13.191597890274974
213,159.15126050420167,5,5,2,41.0,49.0,60.0,0,0.08545308422397924,0.0
214,149.99159663865547,2,2,2,37.0,44.0,57.0,0,0.06712869816936935,0.0
215,156.83193277310926,5,4,2,21.0,33.0,55.0,0,0.1911212338922706,9.700221487706534
216,153.67226890756302,5,5,2,34.0,42.0,53.0,0,0.05721615952954121,0.0
217,167.5126050420168,3,2,2,20.0,42.0,59.0,0,0.1133884814228871,4.560820295254104
218,170.3529411764706,5,5,2,44.0,46.0,64.0,0,0.12283760761821928,2.249899558055444
219,159.19327731092437,5,5,2,43.0,38.0,59.0,0,0.07487346824464831,0.0
220,164.03361344537814,2,2,2,38.0,36.0,59.0,0,0.07216543944465861,0.0
221,170.87394957983193,2,4,2,87.0,56.0,59.0,0,0.08854735721663147,0.0
222,166.71428571428572,2,4,2,66.0,60.0,60.0,0,0.07108896117352509,0.0
223,164.5546218487395,2,2,2,81.0,54.0,58.0,0,0.06707703851781223,0.0
224,162.39495798319328,5,5,2,22.0,24.0,54.0,0,0.13094243083706794,1.9591141396933556
225,172.23529411764707,5,5,2,42.0,53.0,56.0,0,0.07887442415679861,0.0
226,165.07563025210084,3,2,2,22.0,46.0,60.0,0,0.11979346223050402,5.699481779284012
227,164.91596638655463,5,5,2,31.0,43.0,62.0,0,0.10937840719486121,1.6179215930304913
228,165.75630252100842,5,5,2,37.0,44.0,59.0,0,0.06074274145144705,0.0
229,164.5966386554622,5,5,2,23.0,25.0,61.0,0,0.16163803233819854,5.378151260504202
230,163.43697478991595,5,5,2,44.0,46.0,60.0,0,0.07314597965107311,0.0
231,176.27731092436974,2,4,2,41.0,26.0,62.0,0,0.09928005656909951,0.0
232,168.11764705882354,4,5,2,53.0,45.0,63.0,0,0.0794795377495237,0.0
233,176.9579831932773,4,2,2,56.0,48.0,63.0,0,0.07503926429299537,0.0
234,169.7983193277311,2,2,2,46.0,89.0,61.0,0,0.08429440022192651,0.0
235,171.6386554621849,2,3,2,81.0,59.0,59.0,0,0.08546061587552986,0.0
236,173.47899159663865,2,4,2,77.0,51.0,44.0,0,0.09297150235836672,0.0
237,185.31932773109244,5,4,2,42.0,70.0,66.0,0,0.1045745061967391,0.0
238,179.15966386554624,5,5,2,40.0,35.0,66.0,0,0.10142481826602726,0.3837299019141517
239,175.0,2,5,2,36.0,52.0,64.0,0,0.08628462810602763,0.0
240,181.0,4,5,2,46.0,31.0,55.0,0,0.10597406882146908,0.1334880783350282
241,178.98305084745763,4,5,2,60.0,44.0,65.0,0,0.08304174883633927,0.0
242,179.96610169491527,2,2,2,53.0,32.0,64.0,0,0.0891161776601111,0.03859403459956
243,179.94915254237287,5,4,2,31.0,64.0,65.0,0,0.10966206727979838,0.019361201012509367
244,176.9322033898305,5,2,2,43.0,67.0,66.0,0,0.08430126491580642,0.0
245,173.91525423728814,2,5,2,42.0,39.0,64.0,0,0.09454523061195326,0.01998800719568259
246,175.89830508474577,2,5,2,86.0,53.0,54.0,0,0.09042303977636512,0.0
247,167.88135593220338,2,2,2,81.0,43.0,51.0,0,0.08302572805887418,0.0
248,171.864406779661,2,4,2,81.0,54.0,63.0,0,0.08939578621190764,0.18156142828323582
249,172.84745762711864,2,4,2,85.0,60.0,63.0,0,0.08485936185899925,0.0
250,171.83050847457628,2,2,2,70.0,48.0,61.0,0,0.07826922733586322,0.0
251,172.8135593220339,2,2,2,80.0,90.0,61.0,0,0.08210957662576635,0.0
252,162.79661016949152,2,2,2,76.0,85.0,57.0,0,0.06893267585827519,0.0
253,167.77966101694915,2,2,2,79.0,87.0,52.0,0,0.07833084496132621,0.0
254,168.76271186440678,2,2,2,69.0,88.0,58.0,0,0.07258405430470855,0.0
255,162.74576271186442,2,2,2,70.0,87.0,57.0,0,0.07126592910036127,0.0
256,165.72881355932202,2,2,2,56.0,76.0,57.0,0,0.07787240422892662,0.0
257,163.71186440677965,2,2,2,77.0,87.0,57.0,0,0.07103576065498012,0.0
258,157.6949152542373,5,5,2,20.0,20.0,57.0,0,0.10031221799475529,1.098177026136613
259,162.67796610169492,5,5,2,38.0,41.0,58.0,0,0.06430704815655337,0.0
260,155.66101694915255,5,5,2,18.0,24.0,57.0,0,0.11010123943619764,0.9131430809056641
261,153.64406779661016,5,5,2,40.0,43.0,59.0,0,0.07749536800866592,0.0
262,153.6271186440678,2,2,2,38.0,43.0,56.0,0,0.06686899007693063,0.0
263,151.61016949152543,3,2,2,25.0,83.0,55.0,0,0.08134957286986191,0.22820629849383847
264,150.59322033898306,3,2,2,57.0,82.0,53.0,0,0.06557595569753219,0.0
265,152.5762711864407,5,2,2,24.0,83.0,55.0,0,0.08733394077258612,0.5899705014749262
266,148.5593220338983,5,2,2,31.0,82.0,53.0,0,0.06160481581744654,0.0
267,149.54237288135593,5,2,2,17.0,82.0,48.0,0,0.08802964208522052,0.02316423442205235
268,152.52542372881356,5,2,2,35.0,83.0,55.0,0,0.06517771212605698,0.0
269,146.5084745762712,5,2,2,31.0,82.0,53.0,0,0.064481131492709,0.0
270,144.49152542372883,5,2,2,16.0,83.0,46.0,0,0.09641182848985344,0.4543305178538109
271,152.47457627118644,5,2,2,35.0,85.0,45.0,0,0.06899693517481105,0.0
272,149.45762711864407,5,5,2,16.0,31.0,42.0,0,0.12526887187743552,1.7125585714878082
273,144.4406779661017,5,5,2,31.0,44.0,50.0,0,0.06921195076332155,0.0
274,147.4237288135593,5,2,2,19.0,40.0,55.0,0,0.1088362920116901,1.1518667513837682
275,148.40677966101694,5,5,2,33.0,36.0,55.0,0,0.06818157249752686,0.06976606877589762
276,138.38983050847457,5,2,2,32.0,37.0,51.0,0,0.05666435194230187,0.0
277,142.3728813559322,5,5,2,18.0,25.0,51.0,1,0.5350191141533149,8.809309156521339
278,141.35593220338984,5,5,2,36.0,44.0,50.0,0,0.07311367522697654,0.0
279,144.33898305084745,2,2,2,27.0,38.0,52.0,0,0.06695767606157438,0.0
280,141.32203389830508,2,2,2,73.0,77.0,40.0,0,0.06020519461077779,0.0
281,140.3050847457627,2,2,2,40.0,81.0,24.0,0,0.06718214597789002,0.0
282,139.28813559322035,2,5,2,69.0,30.0,50.0,0,0.31811576025643706,6.377168090775006
283,140.27118644067798,2,5,2,39.0,41.0,26.0,0,0.061466933590588343,0.07400098667982241
284,139.25423728813558,2,5,2,66.0,21.0,49.0,0,0.1221070466307695,2.669144078189395
285,135.23728813559322,1,5,2,72.0,31.0,53.0,0,0.2742018777637499,3.7819350643357277
286,136.22033898305085,5,5,2,24.0,42.0,52.0,0,0.08393016894503406,0.07573125393540786
287,132.20338983050848,5,2,1,31.0,30.0,44.0,0,0.05875182213963555,0.0
288,134.18644067796612,5,5,3,18.0,30.0,14.0,0,0.43013713249906915,8.55453031700706
289,130.16949152542372,5,5,3,32.0,40.0,31.0,0,0.06257032303066058,0.0
290,131.15254237288136,4,5,1,16.0,19.0,31.0,0,0.31305243517469805,8.689773279390998
291,127.13559322033899,5,5,3,33.0,41.0,37.0,0,0.18343043270111087,1.6266666666666671
292,127.11864406779661,1,5,3,31.0,34.0,36.0,0,0.05886321959981527,0.0
293,128.10169491525426,3,5,2,28.0,22.0,24.0,0,0.2796165564632158,6.145552560646899
294,121.08474576271186,3,5,2,49.0,32.0,47.0,0,0.06076683618446909,0.0
295,127.0677966101695,2,5,2,27.0,18.0,31.0,0,0.2677441531627927,5.86002008155592
296,125.05084745762713,2,5,2,57.0,34.0,45.0,0,0.05561301643216094,0.0
297,120.03389830508475,1,5,1,68.0,18.0,44.0,0,0.10423038301142944,2.073813980299904
298,123.01694915254237,2,5,2,61.0,39.0,43.0,0,0.19411854635924958,3.0945079231735853
299,115.0,2,5,2,63.0,35.0,45.0,0,0.053307847582179,0.0
